start_time,end_time,state
0.0,0.08012820512820513,S1
0.10016025641025642,0.44070512820512825,systole
0.4607371794871795,0.5208333333333334,S2
0.5408653846153847,0.6410256410256411,diastole
0.6610576923076924,0.7612179487179488,S1
0.7812500000000001,0.9014423076923078,systole
0.921474358974359,0.9815705128205129,S2
1.001602564102564,1.1017628205128207,diastole
1.1217948717948718,1.2219551282051284,S1
1.2419871794871795,1.342147435897436,systole
1.3621794871794872,1.4222756410256412,S2
1.4423076923076925,1.542467948717949,diastole
1.5625000000000002,1.6626602564102566,S1
1.682692307692308,1.7828525641025643,systole
1.8028846153846156,1.8629807692307694,S2
1.8830128205128207,1.983173076923077,diastole
2.003205128205128,2.1033653846153846,S1
2.123397435897436,2.2035256410256414,systole
2.2235576923076925,2.2836538461538463,S2
2.303685897435898,2.403846153846154,diastole
2.4238782051282053,2.5240384615384617,S1
2.544070512820513,2.6442307692307696,systole
2.6642628205128207,2.7243589743589745,S2
2.744391025641026,2.824519230769231,diastole
2.8445512820512824,2.9447115384615388,S1
2.96474358974359,3.084935897435898,systole
3.104967948717949,3.1650641025641026,S2
3.185096153846154,3.265224358974359,diastole
3.2852564102564106,3.385416666666667,S1
3.405448717948718,3.545673076923077,systole
3.5657051282051286,3.6258012820512824,S2
3.6458333333333335,3.9863782051282053,diastole
4.006410256410256,4.106570512820513,S1
4.126602564102565,4.226762820512821,systole
4.246794871794872,4.306891025641026,S2
4.3269230769230775,4.447115384615385,diastole
4.467147435897436,4.5673076923076925,S1
4.587339743589744,4.6875,systole
4.707532051282052,4.767628205128205,S2
4.787660256410256,4.907852564102565,diastole
4.927884615384616,5.028044871794872,S1
5.048076923076923,5.14823717948718,systole
5.168269230769231,5.228365384615385,S2
5.248397435897436,5.3485576923076925,diastole
5.368589743589744,5.468750000000001,S1
5.488782051282052,5.588942307692308,systole
5.6089743589743595,5.669070512820514,S2
5.689102564102565,5.789262820512821,diastole
5.809294871794872,5.909455128205129,S1
5.92948717948718,6.029647435897436,systole
6.049679487179488,6.109775641025641,S2
6.1298076923076925,6.229967948717949,diastole
6.250000000000001,6.350160256410257,S1
6.370192307692308,6.450320512820514,systole
6.470352564102565,6.530448717948718,S2
6.55048076923077,6.690705128205129,diastole
6.71073717948718,6.810897435897436,S1
6.830929487179488,6.9110576923076925,systole
6.9310897435897445,6.991185897435898,S2
7.011217948717949,7.131410256410257,diastole
7.151442307692308,7.251602564102565,S1
7.271634615384616,7.371794871794872,systole
7.391826923076923,7.4519230769230775,S2
7.471955128205129,7.572115384615385,diastole
7.592147435897436,7.692307692307693,S1
7.7123397435897445,7.812500000000001,systole
7.832532051282052,7.892628205128206,S2
7.912660256410257,7.992788461538463,diastole
8.012820512820513,8.11298076923077,S1
8.133012820512821,8.233173076923078,systole
8.25320512820513,8.313301282051283,S2
8.333333333333334,8.433493589743591,diastole
8.453525641025642,8.553685897435898,S1
8.573717948717949,8.673878205128206,systole
8.693910256410257,8.75400641025641,S2
8.774038461538462,8.874198717948719,diastole
8.89423076923077,8.994391025641026,S1
9.014423076923078,9.094551282051283,systole
9.114583333333334,9.174679487179487,S2
9.19471153846154,9.314903846153847,diastole
9.334935897435898,9.435096153846155,S1
9.455128205128206,9.795673076923078,systole
9.81570512820513,9.875801282051283,S2
9.895833333333334,9.995993589743591,diastole
10.016025641025642,10.116185897435898,S1
10.136217948717949,10.276442307692308,systole
10.29647435897436,10.356570512820515,S2
10.376602564102566,10.717147435897436,diastole
10.737179487179487,10.837339743589745,S1
10.857371794871796,10.957532051282053,systole
10.977564102564104,11.037660256410257,S2
11.057692307692308,11.177884615384617,diastole
11.197916666666668,11.298076923076923,S1
11.318108974358974,11.418269230769232,systole
11.438301282051283,11.498397435897436,S2
11.518429487179489,11.638621794871796,diastole
11.658653846153847,11.758814102564104,S1
11.778846153846155,12.5,systole
