start_time,end_time,state
0.0,0.16025641025641027,S1
0.18028846153846156,0.3004807692307693,systole
0.32051282051282054,0.3806089743589744,S2
0.40064102564102566,0.5208333333333334,diastole
0.5408653846153847,0.6410256410256411,S1
0.6610576923076924,0.7812500000000001,systole
0.8012820512820513,0.8613782051282052,S2
0.8814102564102565,0.9815705128205129,diastole
1.001602564102564,1.1017628205128207,S1
1.1217948717948718,1.2419871794871795,systole
1.2620192307692308,1.3221153846153848,S2
1.342147435897436,1.4623397435897436,diastole
1.482371794871795,1.5825320512820513,S1
1.6025641025641026,1.7227564102564104,systole
1.7427884615384617,1.8028846153846156,S2
1.8229166666666667,1.9431089743589745,diastole
1.9631410256410258,2.0633012820512824,S1
2.0833333333333335,2.2035256410256414,systole
2.2235576923076925,2.2836538461538463,S2
2.303685897435898,2.4238782051282053,diastole
2.443910256410257,2.544070512820513,S1
2.5641025641025643,2.6642628205128207,systole
2.684294871794872,2.744391025641026,S2
2.764423076923077,2.884615384615385,diastole
2.904647435897436,3.0048076923076925,S1
3.024839743589744,3.1450320512820515,systole
3.1650641025641026,3.225160256410257,S2
3.245192307692308,3.385416666666667,diastole
3.405448717948718,3.5056089743589745,S1
3.525641025641026,3.6458333333333335,systole
3.665865384615385,3.7259615384615388,S2
3.74599358974359,3.886217948717949,diastole
3.9062500000000004,4.006410256410256,S1
4.026442307692308,4.126602564102565,systole
4.146634615384616,4.206730769230769,S2
4.226762820512821,4.36698717948718,diastole
4.387019230769231,4.487179487179487,S1
4.507211538461539,4.627403846153847,systole
4.647435897435898,4.707532051282052,S2
4.727564102564103,4.8277243589743595,diastole
4.847756410256411,4.947916666666667,S1
4.967948717948718,5.088141025641026,systole
5.1081730769230775,5.168269230769231,S2
5.188301282051283,5.288461538461539,diastole
5.30849358974359,5.408653846153847,S1
5.428685897435898,5.548878205128205,systole
5.568910256410257,5.629006410256411,S2
5.649038461538462,5.749198717948718,diastole
5.76923076923077,5.869391025641026,S1
5.8894230769230775,6.009615384615385,systole
6.029647435897436,6.08974358974359,S2
6.109775641025641,6.229967948717949,diastole
6.250000000000001,6.350160256410257,S1
6.370192307692308,6.490384615384616,systole
6.510416666666667,6.570512820512821,S2
6.590544871794872,6.71073717948718,diastole
6.730769230769232,6.830929487179488,S1
6.850961538461539,6.971153846153847,systole
6.991185897435898,7.051282051282052,S2
7.071314102564103,7.191506410256411,diastole
7.211538461538463,7.311698717948719,S1
7.33173076923077,7.431891025641026,systole
7.4519230769230775,7.512019230769232,S2
7.532051282051283,7.65224358974359,diastole
7.672275641025641,7.772435897435898,S1
7.79246794871795,7.912660256410257,systole
7.932692307692308,7.992788461538463,S2
8.012820512820513,12.5,diastole
