filename,label,split
184_1308073010307_A.npy,extra_systole,test
275_1310990852160_B.npy,extra_systole,test
140_1306519735121_D.npy,extra_systole,test
213_1308245263936_D.npy,extra_systole,test
134_1306428161797_C1.npy,extra_systole,test
286_1311170606028_D.npy,extra_systole,test
216_1308245839516_A.npy,extra_systole,test
151_1306779785624_B.npy,extra_systole,test
207_1308159792607_B1.npy,extra_systole,test
237_1308750231222_C.npy,extra_systole,test
aug_215_1308245664733_B1_cardiac_pcgmix_plus_179_1307990076841_C_alpha0.51_basic_124.npy,extra_systole,train
aug_229_1308594979317_B_cardiac_pcgmix_plus_138_1306762146980_B_alpha0.49_basic_67.npy,extra_systole,train
aug_154_1306935608852_D2_cardiac_pcgmix_plus_138_1306762146980_B_alpha0.57_optimal_138.npy,extra_systole,train
aug_224_1308337157445_B_cardiac_pcgmix_plus_191_1308077299430_A_alpha0.62_basic_116.npy,extra_systole,train
aug_209_1308162216750_D_cardiac_pcgmix_plus_191_1308077299430_A_alpha0.69_optimal_213.npy,extra_systole,train
aug_148_1306768801551_B_cardiac_pcgmix_plus_274_1311075637574_A_alpha0.68_basic_18.npy,extra_systole,train
aug_163_1307104470471_C_cardiac_pcgmix_plus_194_1308139824187_B_alpha0.37_basic_103.npy,extra_systole,train
aug_202_1308145175747_C2_cardiac_pcgmix_plus_128_1306344005749_A_alpha0.48_basic_107.npy,extra_systole,train
aug_294_1311681084248_C_cardiac_pcgmix_plus_235_1308749032454_B_alpha0.64_optimal_168.npy,extra_systole,train
aug_209_1308162216750_D_cardiac_pcgmix_plus_261_1309353556003_C_alpha0.53_basic_165.npy,extra_systole,train
aug_210_1308162935880_C_cardiac_pcgmix_plus_128_1306344005749_A_alpha0.50_basic_21.npy,extra_systole,train
aug_128_1306344005749_A_cardiac_pcgmix_plus_215_1308245664733_B_alpha0.60_basic_122.npy,extra_systole,train
aug_198_1308141739338_B_cardiac_pcgmix_plus_249_1309202052376_C_alpha0.55_optimal_153.npy,extra_systole,train
aug_253_1309350256198_B_cardiac_pcgmix_plus_202_1308145175747_C1_alpha0.57_basic_163.npy,extra_systole,train
aug_202_1308145175747_C1_cardiac_pcgmix_plus_253_1309350256198_B_alpha0.61_basic_87.npy,extra_systole,train
aug_298_1311685888900_C_cardiac_pcgmix_plus_198_1308141739338_B1_alpha0.70_optimal_207.npy,extra_systole,train
aug_144_1306522408528_B_cardiac_pcgmix_plus_265_1309367698923_C_alpha0.66_optimal_5.npy,extra_systole,train
253_1309350256198_B.npy,extra_systole,train
aug_215_1308245664733_B_cardiac_pcgmix_plus_202_1308145175747_C1_alpha0.33_optimal_212.npy,extra_systole,train
aug_190_1308076920011_C_cardiac_pcgmix_plus_253_1309350256198_B_alpha0.59_basic_156.npy,extra_systole,train
aug_216_1308245839516_B_cardiac_pcgmix_plus_179_1307990076841_C_alpha0.45_basic_159.npy,extra_systole,train
aug_215_1308245664733_B_cardiac_pcgmix_plus_298_1311685888900_C_alpha0.34_basic_194.npy,extra_systole,train
aug_148_1306768801551_B_cardiac_pcgmix_plus_298_1311685888900_C_alpha0.50_optimal_104.npy,extra_systole,train
aug_274_1311075637574_A_cardiac_pcgmix_plus_202_1308145175747_C2_alpha0.64_optimal_4.npy,extra_systole,train
aug_202_1308145175747_C2_cardiac_pcgmix_plus_210_1308162935880_C_alpha0.45_basic_208.npy,extra_systole,train
aug_209_1308162216750_D_cardiac_pcgmix_plus_210_1308162935880_C_alpha0.47_basic_102.npy,extra_systole,train
aug_265_1309367698923_C_cardiac_pcgmix_plus_138_1306762146980_B_alpha0.60_basic_173.npy,extra_systole,train
aug_224_1308337157445_B_cardiac_pcgmix_plus_220_1308250132896_B_alpha0.42_optimal_149.npy,extra_systole,train
aug_294_1311681084248_C_cardiac_pcgmix_plus_220_1308250132896_B_alpha0.45_optimal_50.npy,extra_systole,train
aug_261_1309353556003_C_cardiac_pcgmix_plus_298_1311685888900_C_alpha0.45_basic_110.npy,extra_systole,train
aug_148_1306768801551_B_cardiac_pcgmix_plus_215_1308245664733_B_alpha0.50_basic_91.npy,extra_systole,train
aug_215_1308245664733_B_cardiac_pcgmix_plus_229_1308594979317_B_alpha0.67_basic_80.npy,extra_systole,train
aug_229_1308594979317_B_cardiac_pcgmix_plus_220_1308250132896_B_alpha0.57_basic_179.npy,extra_systole,train
aug_298_1311685888900_C_cardiac_pcgmix_plus_216_1308245839516_B_alpha0.31_basic_145.npy,extra_systole,train
aug_229_1308594979317_B_cardiac_pcgmix_plus_198_1308141739338_B1_alpha0.60_basic_74.npy,extra_systole,train
aug_154_1306935608852_D2_cardiac_pcgmix_plus_148_1306768801551_B_alpha0.43_basic_27.npy,extra_systole,train
aug_216_1308245839516_B_cardiac_pcgmix_plus_261_1309353556003_C_alpha0.64_basic_68.npy,extra_systole,train
aug_235_1308749032454_B_cardiac_pcgmix_plus_261_1309353556003_C_alpha0.60_basic_161.npy,extra_systole,train
194_1308139824187_B.npy,extra_systole,train
aug_237_1308750231222_A_cardiac_pcgmix_plus_202_1308145175747_C1_alpha0.62_basic_121.npy,extra_systole,train
aug_127_1306764300147_C2_cardiac_pcgmix_plus_198_1308141739338_B1_alpha0.34_optimal_205.npy,extra_systole,train
aug_153_1306848820671_C_cardiac_pcgmix_plus_198_1308141739338_B_alpha0.61_basic_181.npy,extra_systole,train
aug_235_1308749032454_B_cardiac_pcgmix_plus_261_1309353556003_C_alpha0.50_optimal_151.npy,extra_systole,train
aug_210_1308162935880_C_cardiac_pcgmix_plus_144_1306522408528_B_alpha0.66_optimal_136.npy,extra_systole,train
aug_144_1306522408528_B1_cardiac_pcgmix_plus_198_1308141739338_B1_alpha0.61_optimal_147.npy,extra_systole,train
144_1306522408528_B.npy,extra_systole,train
aug_249_1309202052376_C_cardiac_pcgmix_plus_163_1307104470471_C_alpha0.63_optimal_81.npy,extra_systole,train
aug_237_1308750231222_A_cardiac_pcgmix_plus_294_1311681084248_C_alpha0.60_basic_99.npy,extra_systole,train
aug_298_1311685888900_C_cardiac_pcgmix_plus_144_1306522408528_B1_alpha0.56_basic_32.npy,extra_systole,train
aug_261_1309353556003_C_cardiac_pcgmix_plus_198_1308141739338_B1_alpha0.50_optimal_148.npy,extra_systole,train
215_1308245664733_B.npy,extra_systole,train
aug_148_1306768801551_B_cardiac_pcgmix_plus_294_1311681084248_C_alpha0.64_basic_89.npy,extra_systole,train
aug_138_1306762146980_B_cardiac_pcgmix_plus_298_1311685888900_C_alpha0.59_basic_31.npy,extra_systole,train
aug_253_1309350256198_B_cardiac_pcgmix_plus_220_1308250132896_B_alpha0.44_optimal_35.npy,extra_systole,train
aug_190_1308076920011_C_cardiac_pcgmix_plus_154_1306935608852_D2_alpha0.68_optimal_79.npy,extra_systole,train
aug_194_1308139824187_B_cardiac_pcgmix_plus_207_1308159792607_B_alpha0.39_basic_39.npy,extra_systole,train
aug_202_1308145175747_C2_cardiac_pcgmix_plus_179_1307990076841_C_alpha0.67_optimal_120.npy,extra_systole,train
aug_215_1308245664733_B_cardiac_pcgmix_plus_198_1308141739338_B1_alpha0.33_basic_198.npy,extra_systole,train
aug_265_1309367698923_C_cardiac_pcgmix_plus_198_1308141739338_B_alpha0.31_optimal_144.npy,extra_systole,train
aug_127_1306764300147_C2_cardiac_pcgmix_plus_209_1308162216750_D_alpha0.39_basic_11.npy,extra_systole,train
aug_194_1308139824187_B_cardiac_pcgmix_plus_229_1308594979317_B_alpha0.49_optimal_196.npy,extra_systole,train
aug_144_1306522408528_B_cardiac_pcgmix_plus_198_1308141739338_B_alpha0.46_basic_131.npy,extra_systole,train
