start_time,end_time,state
0.0,0.22035256410256412,S1
0.24038461538461542,0.40064102564102566,systole
0.420673076923077,0.48076923076923084,S2
0.500801282051282,0.5809294871794872,diastole
0.6009615384615385,0.7011217948717949,S1
0.7211538461538463,0.7211538461538463,systole
0.7411858974358975,0.8012820512820513,S2
0.8213141025641026,0.9815705128205129,diastole
1.001602564102564,1.1017628205128207,S1
1.1217948717948718,1.342147435897436,systole
1.3621794871794872,1.4222756410256412,S2
1.4423076923076925,1.622596153846154,diastole
1.6426282051282053,1.7427884615384617,S1
1.762820512820513,1.983173076923077,systole
2.003205128205128,2.0633012820512824,S2
2.0833333333333335,2.263621794871795,diastole
2.2836538461538463,2.3838141025641026,S1
2.403846153846154,2.6442307692307696,systole
2.6642628205128207,2.7243589743589745,S2
2.744391025641026,2.904647435897436,diastole
2.9246794871794872,3.024839743589744,S1
3.044871794871795,3.225160256410257,systole
3.245192307692308,3.3052884615384617,S2
3.325320512820513,3.5056089743589745,diastole
3.525641025641026,3.6258012820512824,S1
3.6458333333333335,12.5,systole
