start_time,end_time,state
0.0,0.3004807692307693,S1
0.32051282051282054,0.48076923076923084,systole
0.500801282051282,0.5608974358974359,S2
0.5809294871794872,0.7812500000000001,diastole
0.8012820512820513,0.9014423076923078,S1
0.921474358974359,0.9615384615384617,systole
0.9815705128205129,1.0416666666666667,S2
1.061698717948718,1.061698717948718,diastole
1.0817307692307694,1.1818910256410258,S1
1.201923076923077,1.3822115384615385,systole
1.4022435897435899,1.4423076923076925,S2
1.4623397435897436,1.5625000000000002,S1
1.5825320512820513,1.682692307692308,systole
1.702724358974359,1.762820512820513,S2
1.7828525641025643,1.9431089743589745,diastole
1.9631410256410258,2.0633012820512824,S1
2.0833333333333335,2.263621794871795,systole
2.2836538461538463,2.34375,S2
2.3637820512820515,2.3637820512820515,diastole
2.3838141025641026,2.483974358974359,S1
2.5040064102564106,2.544070512820513,systole
2.5641025641025643,2.624198717948718,S2
2.6442307692307696,2.824519230769231,diastole
2.8445512820512824,2.9447115384615388,S1
2.96474358974359,3.104967948717949,systole
3.1250000000000004,3.185096153846154,S2
3.2051282051282053,3.365384615384616,diastole
3.385416666666667,3.4855769230769234,S1
3.5056089743589745,3.685897435897436,systole
3.7059294871794877,3.7660256410256414,S2
3.7860576923076925,3.966346153846154,diastole
3.9863782051282053,4.086538461538462,S1
4.106570512820513,4.2868589743589745,systole
4.306891025641026,4.36698717948718,S2
4.387019230769231,4.427083333333334,diastole
4.447115384615385,4.547275641025641,S1
4.5673076923076925,4.587339743589744,systole
4.607371794871796,4.667467948717949,S2
4.6875,4.707532051282052,diastole
4.727564102564103,4.8277243589743595,S1
4.847756410256411,4.927884615384616,systole
4.947916666666667,5.008012820512821,S2
5.028044871794872,5.188301282051283,diastole
5.208333333333334,5.30849358974359,S1
5.328525641025641,5.548878205128205,systole
5.568910256410257,5.629006410256411,S2
5.649038461538462,5.649038461538462,diastole
5.669070512820514,5.76923076923077,S1
5.789262820512821,5.829326923076923,systole
5.8493589743589745,5.909455128205129,S2
5.92948717948718,6.109775641025641,diastole
6.1298076923076925,6.229967948717949,S1
6.250000000000001,6.430288461538462,systole
6.450320512820514,6.510416666666667,S2
6.530448717948718,6.690705128205129,diastole
6.71073717948718,6.810897435897436,S1
6.830929487179488,6.830929487179488,systole
6.850961538461539,6.9110576923076925,S2
6.9310897435897445,6.971153846153847,diastole
6.991185897435898,7.091346153846154,S1
7.111378205128205,7.1714743589743595,S2
7.191506410256411,7.271634615384616,diastole
7.291666666666667,7.391826923076923,S1
7.411858974358975,7.471955128205129,S2
7.49198717948718,7.572115384615385,diastole
7.592147435897436,7.692307692307693,S1
7.7123397435897445,7.932692307692308,systole
7.9527243589743595,8.012820512820513,S2
8.032852564102566,8.193108974358974,diastole
8.213141025641026,8.293269230769232,S1
8.313301282051283,8.373397435897436,S2
8.393429487179487,12.5,diastole
