start_time,end_time,state
0.0,0.3004807692307693,S1
0.32051282051282054,0.40064102564102566,systole
0.420673076923077,0.48076923076923084,S2
0.500801282051282,0.5608974358974359,diastole
0.5809294871794872,0.6810897435897436,S1
0.7011217948717949,0.841346153846154,systole
0.8613782051282052,0.921474358974359,S2
0.9415064102564104,1.1618589743589745,diastole
1.1818910256410258,1.2820512820512822,S1
1.3020833333333335,1.4423076923076925,systole
1.4623397435897436,1.5224358974358976,S2
1.542467948717949,1.7828525641025643,diastole
1.8028846153846156,1.903044871794872,S1
1.9230769230769234,2.043269230769231,systole
2.0633012820512824,2.123397435897436,S2
2.1434294871794872,2.3838141025641026,diastole
2.403846153846154,2.5040064102564106,S1
2.5240384615384617,2.6642628205128207,systole
2.684294871794872,2.744391025641026,S2
2.764423076923077,3.0048076923076925,diastole
3.024839743589744,3.1250000000000004,S1
3.1450320512820515,3.265224358974359,systole
3.2852564102564106,3.3453525641025643,S2
3.365384615384616,12.5,diastole
