start_time,end_time,state
0.0,0.3004807692307693,S1
0.32051282051282054,0.500801282051282,systole
0.5208333333333334,0.5809294871794872,S2
0.6009615384615385,0.8814102564102565,diastole
0.9014423076923078,1.001602564102564,S1
1.0216346153846154,1.1818910256410258,systole
1.201923076923077,1.2620192307692308,S2
1.2820512820512822,1.5625000000000002,diastole
1.5825320512820513,1.682692307692308,S1
1.702724358974359,1.8629807692307694,systole
1.8830128205128207,1.9431089743589745,S2
1.9631410256410258,2.2035256410256414,diastole
2.2235576923076925,2.323717948717949,S1
2.34375,2.5240384615384617,systole
2.544070512820513,2.604166666666667,S2
2.624198717948718,2.8645833333333335,diastole
2.884615384615385,2.9847756410256414,S1
3.0048076923076925,3.185096153846154,systole
3.2051282051282053,3.265224358974359,S2
3.2852564102564106,3.5657051282051286,diastole
3.5857371794871797,3.685897435897436,S1
3.7059294871794877,3.886217948717949,systole
3.9062500000000004,3.966346153846154,S2
3.9863782051282053,4.266826923076923,diastole
4.2868589743589745,4.387019230769231,S1
4.407051282051283,4.587339743589744,systole
4.607371794871796,4.667467948717949,S2
4.6875,4.927884615384616,diastole
4.947916666666667,5.048076923076923,S1
5.0681089743589745,5.228365384615385,systole
5.248397435897436,5.30849358974359,S2
5.328525641025641,12.5,diastole
