start_time,end_time,state
0.0,0.08012820512820513,S1
0.10016025641025642,0.16025641025641027,S2
0.18028846153846156,0.28044871794871795,S1
0.3004807692307693,0.36057692307692313,S2
0.3806089743589744,0.3806089743589744,diastole
0.40064102564102566,0.500801282051282,S1
0.5208333333333334,0.5608974358974359,systole
0.5809294871794872,0.6410256410256411,S2
0.6610576923076924,0.6810897435897436,diastole
0.7011217948717949,0.8012820512820513,S1
0.8213141025641026,0.8213141025641026,systole
0.841346153846154,0.9014423076923078,S2
0.921474358974359,0.9415064102564104,diastole
0.9615384615384617,1.061698717948718,S1
1.0817307692307694,1.2820512820512822,systole
1.3020833333333335,1.3621794871794872,S2
1.3822115384615385,1.4022435897435899,diastole
1.4222756410256412,1.5224358974358976,S1
1.542467948717949,1.5825320512820513,systole
1.6025641025641026,1.6626602564102566,S2
1.682692307692308,1.842948717948718,diastole
1.8629807692307694,1.9631410256410258,S1
1.983173076923077,1.983173076923077,systole
2.003205128205128,2.0633012820512824,S2
2.0833333333333335,2.1434294871794872,diastole
2.1634615384615388,2.263621794871795,S1
2.2836538461538463,2.303685897435898,systole
2.323717948717949,2.3838141025641026,S2
2.403846153846154,2.5040064102564106,diastole
2.5240384615384617,2.624198717948718,S1
2.6442307692307696,2.684294871794872,systole
2.7043269230769234,2.764423076923077,S2
2.7844551282051286,2.8044871794871797,diastole
2.824519230769231,2.9246794871794872,S1
2.9447115384615388,3.0048076923076925,S2
3.024839743589744,3.104967948717949,diastole
3.1250000000000004,3.2051282051282053,S1
3.225160256410257,3.2852564102564106,S2
3.3052884615384617,3.405448717948718,diastole
3.4254807692307696,3.525641025641026,S1
3.545673076923077,3.5657051282051286,systole
3.5857371794871797,3.6458333333333335,S2
3.665865384615385,3.7259615384615388,diastole
3.74599358974359,3.8461538461538467,S1
3.866185897435898,3.9262820512820515,S2
3.946314102564103,3.9863782051282053,diastole
4.006410256410256,4.106570512820513,S1
4.126602564102565,4.3269230769230775,systole
4.346955128205129,4.407051282051283,S2
4.427083333333334,4.547275641025641,diastole
4.5673076923076925,4.667467948717949,S1
4.6875,4.727564102564103,systole
4.747596153846154,4.807692307692308,S2
4.8277243589743595,12.5,diastole
