start_time,end_time,state
0.0,0.2604166666666667,S1
0.28044871794871795,0.500801282051282,systole
0.5208333333333334,0.5809294871794872,S2
0.6009615384615385,0.6410256410256411,diastole
0.6610576923076924,0.7612179487179488,S1
0.7812500000000001,0.8814102564102565,systole
0.9014423076923078,0.9615384615384617,S2
0.9815705128205129,1.0817307692307694,S1
1.1017628205128207,1.3221153846153848,systole
1.342147435897436,1.4022435897435899,S2
1.4222756410256412,1.5024038461538463,diastole
1.5224358974358976,1.622596153846154,S1
1.6426282051282053,1.8229166666666667,systole
1.842948717948718,1.903044871794872,S2
1.9230769230769234,2.2235576923076925,diastole
2.2435897435897436,2.323717948717949,S1
2.34375,2.3838141025641026,S2
2.403846153846154,2.5040064102564106,S1
2.5240384615384617,2.5240384615384617,systole
2.544070512820513,2.604166666666667,S2
2.624198717948718,2.684294871794872,diastole
2.7043269230769234,2.8044871794871797,S1
2.824519230769231,3.225160256410257,systole
3.245192307692308,3.3052884615384617,S2
3.325320512820513,3.525641025641026,diastole
3.545673076923077,3.6458333333333335,S1
3.665865384615385,4.226762820512821,systole
4.246794871794872,4.306891025641026,S2
4.3269230769230775,4.507211538461539,diastole
4.52724358974359,4.627403846153847,S1
4.647435897435898,5.14823717948718,systole
5.168269230769231,5.228365384615385,S2
5.248397435897436,5.288461538461539,diastole
5.30849358974359,5.408653846153847,S1
5.428685897435898,5.488782051282052,systole
5.508814102564103,5.568910256410257,S2
5.588942307692308,6.069711538461539,diastole
6.08974358974359,6.189903846153847,S1
6.209935897435898,6.290064102564103,systole
6.310096153846154,6.370192307692308,S2
6.3902243589743595,6.490384615384616,S1
6.510416666666667,6.770833333333334,systole
6.790865384615385,6.850961538461539,S2
6.87099358974359,7.071314102564103,diastole
7.091346153846154,7.191506410256411,S1
7.211538461538463,7.65224358974359,systole
7.672275641025641,7.732371794871796,S2
7.752403846153847,7.972756410256411,diastole
7.992788461538463,8.092948717948719,S1
8.11298076923077,8.173076923076923,S2
8.193108974358974,8.693910256410257,diastole
8.713942307692308,8.814102564102566,S1
8.834134615384617,9.03445512820513,systole
9.05448717948718,9.114583333333334,S2
9.134615384615385,9.455128205128206,diastole
9.475160256410257,9.575320512820513,S1
9.595352564102566,9.795673076923078,systole
9.81570512820513,9.875801282051283,S2
9.895833333333334,10.29647435897436,diastole
10.31650641025641,10.416666666666668,S1
10.436698717948719,12.5,systole
